"species"	"contigs"	"genome_size"	"sp"	"sp_ID"
"GCF_002902565.1_ASM290256v1_genomic.fna"	"Staphylococcus_petrasii"	139	2486611	"petrasii"	"Staphylococcus_petrasii__GCF_002902565.1_ASM290256v1_genomic.fna"
"GCF_900458665.1_50305_H01_genomic.fna"	"Staphylococcus_petrasii"	2	2524895	"petrasii"	"Staphylococcus_petrasii__GCF_900458665.1_50305_H01_genomic.fna"
"GCF_900458825.1_50432_D01_genomic.fna"	"Staphylococcus_petrasii"	3	2746621	"petrasii"	"Staphylococcus_petrasii__GCF_900458825.1_50432_D01_genomic.fna"
"GCF_003968815.1_ASM396881v1_genomic.fna"	"Staphylococcus_gallinarum"	493	3094570	"gallinarum"	"Staphylococcus_gallinarum__GCF_003968815.1_ASM396881v1_genomic.fna"
"GCF_004684865.1_ASM468486v1_genomic.fna"	"Staphylococcus_petrasii"	22	2480864	"petrasii"	"Staphylococcus_petrasii__GCF_004684865.1_ASM468486v1_genomic.fna"
"GCF_004684875.1_ASM468487v1_genomic.fna"	"Staphylococcus_petrasii"	57	2375602	"petrasii"	"Staphylococcus_petrasii__GCF_004684875.1_ASM468487v1_genomic.fna"
"GCF_004745855.1_ASM474585v1_genomic.fna"	"Staphylococcus_petrasii"	63	2712718	"petrasii"	"Staphylococcus_petrasii__GCF_004745855.1_ASM474585v1_genomic.fna"
"GCF_004745935.1_ASM474593v1_genomic.fna"	"Staphylococcus_petrasii"	71	2625899	"petrasii"	"Staphylococcus_petrasii__GCF_004745935.1_ASM474593v1_genomic.fna"
"GCF_004785665.1_ASM478566v1_genomic.fna"	"Staphylococcus_petrasii"	25	2449786	"petrasii"	"Staphylococcus_petrasii__GCF_004785665.1_ASM478566v1_genomic.fna"
"GCF_000260275.1_ASM26027v1_genomic.fna"	"Staphylococcus_pettenkoferi"	116	2454960	"pettenkoferi"	"Staphylococcus_pettenkoferi__GCF_000260275.1_ASM26027v1_genomic.fna"
"GCF_001076095.1_ASM107609v1_genomic.fna"	"Staphylococcus_pettenkoferi"	67	2503503	"pettenkoferi"	"Staphylococcus_pettenkoferi__GCF_001076095.1_ASM107609v1_genomic.fna"
"GCF_001076995.1_ASM107699v1_genomic.fna"	"Staphylococcus_pettenkoferi"	33	2457324	"pettenkoferi"	"Staphylococcus_pettenkoferi__GCF_001076995.1_ASM107699v1_genomic.fna"
"GCF_002208805.2_ASM220880v2_genomic.fna"	"Staphylococcus_pettenkoferi"	1	2502360	"pettenkoferi"	"Staphylococcus_pettenkoferi__GCF_002208805.2_ASM220880v2_genomic.fna"
"GCF_002884615.1_ASM288461v1_genomic.fna"	"Staphylococcus_pettenkoferi"	22	2541352	"pettenkoferi"	"Staphylococcus_pettenkoferi__GCF_002884615.1_ASM288461v1_genomic.fna"
"GCF_002902685.1_ASM290268v1_genomic.fna"	"Staphylococcus_pettenkoferi"	122	2455272	"pettenkoferi"	"Staphylococcus_pettenkoferi__GCF_002902685.1_ASM290268v1_genomic.fna"
"GCF_003850035.1_ASM385003v1_genomic.fna"	"Staphylococcus_pettenkoferi"	67	2519169	"pettenkoferi"	"Staphylococcus_pettenkoferi__GCF_003850035.1_ASM385003v1_genomic.fna"
"GCF_007666535.1_ASM766653v1_genomic.fna"	"Staphylococcus_pettenkoferi"	25	2456489	"pettenkoferi"	"Staphylococcus_pettenkoferi__GCF_007666535.1_ASM766653v1_genomic.fna"
"GCF_007667405.1_ASM766740v1_genomic.fna"	"Staphylococcus_pettenkoferi"	161	2528742	"pettenkoferi"	"Staphylococcus_pettenkoferi__GCF_007667405.1_ASM766740v1_genomic.fna"
"GCF_007667615.1_ASM766761v1_genomic.fna"	"Staphylococcus_pettenkoferi"	105	2472695	"pettenkoferi"	"Staphylococcus_pettenkoferi__GCF_007667615.1_ASM766761v1_genomic.fna"
"GCF_007677055.1_ASM767705v1_genomic.fna"	"Staphylococcus_pettenkoferi"	41	2484191	"pettenkoferi"	"Staphylococcus_pettenkoferi__GCF_007677055.1_ASM767705v1_genomic.fna"
"GCF_007677585.1_ASM767758v1_genomic.fna"	"Staphylococcus_pettenkoferi"	45	2468558	"pettenkoferi"	"Staphylococcus_pettenkoferi__GCF_007677585.1_ASM767758v1_genomic.fna"
"GCF_007678585.1_ASM767858v1_genomic.fna"	"Staphylococcus_pettenkoferi"	46	2464204	"pettenkoferi"	"Staphylococcus_pettenkoferi__GCF_007678585.1_ASM767858v1_genomic.fna"
"GCF_007678595.1_ASM767859v1_genomic.fna"	"Staphylococcus_pettenkoferi"	70	2464668	"pettenkoferi"	"Staphylococcus_pettenkoferi__GCF_007678595.1_ASM767859v1_genomic.fna"
"GCF_007678645.1_ASM767864v1_genomic.fna"	"Staphylococcus_pettenkoferi"	73	2584906	"pettenkoferi"	"Staphylococcus_pettenkoferi__GCF_007678645.1_ASM767864v1_genomic.fna"
"GCF_007678715.1_ASM767871v1_genomic.fna"	"Staphylococcus_pettenkoferi"	101	2466519	"pettenkoferi"	"Staphylococcus_pettenkoferi__GCF_007678715.1_ASM767871v1_genomic.fna"
"GCF_007678805.1_ASM767880v1_genomic.fna"	"Staphylococcus_pettenkoferi"	529	2612334	"pettenkoferi"	"Staphylococcus_pettenkoferi__GCF_007678805.1_ASM767880v1_genomic.fna"
"GCF_007678915.1_ASM767891v1_genomic.fna"	"Staphylococcus_pettenkoferi"	68	2471941	"pettenkoferi"	"Staphylococcus_pettenkoferi__GCF_007678915.1_ASM767891v1_genomic.fna"
"GCF_900186985.1_50377_C01_genomic.fna"	"Staphylococcus_piscifermentans"	1	2613271	"piscifermentans"	"Staphylococcus_piscifermentans__GCF_900186985.1_50377_C01_genomic.fna"
"GCF_003970515.1_ASM397051v1_genomic.fna"	"Staphylococcus_equorum"	147	2711458	"equorum"	"Staphylococcus_equorum__GCF_003970515.1_ASM397051v1_genomic.fna"
"GCF_007992655.1_ASM799265v1_genomic.fna"	"Staphylococcus_piscifermentans"	63	2563712	"piscifermentans"	"Staphylococcus_piscifermentans__GCF_007992655.1_ASM799265v1_genomic.fna"
"GCF_001682335.1_ASM168233v1_genomic.fna"	"Staphylococcus_pseudintermedius"	1	2841212	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_001682335.1_ASM168233v1_genomic.fna"
"GCF_002362305.1_ASM236230v1_genomic.fna"	"Staphylococcus_pseudintermedius"	50	2764088	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002362305.1_ASM236230v1_genomic.fna"
"GCF_002766955.1_ASM276695v1_genomic.fna"	"Staphylococcus_pseudintermedius"	101	2571729	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002766955.1_ASM276695v1_genomic.fna"
"GCF_000189495.1_ASM18949v1_genomic.fna"	"Staphylococcus_pseudintermedius"	1	2572216	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_000189495.1_ASM18949v1_genomic.fna"
"GCF_002366395.1_ASM236639v1_genomic.fna"	"Staphylococcus_pseudintermedius"	51	2619537	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002366395.1_ASM236639v1_genomic.fna"
"GCF_002766965.1_ASM276696v1_genomic.fna"	"Staphylococcus_pseudintermedius"	84	2711964	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002766965.1_ASM276696v1_genomic.fna"
"GCF_000478385.1_MRSP_E140_v1.0_genomic.fna"	"Staphylococcus_pseudintermedius"	1	2769458	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_000478385.1_MRSP_E140_v1.0_genomic.fna"
"GCF_002362325.1_ASM236232v1_genomic.fna"	"Staphylococcus_pseudintermedius"	60	2614002	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002362325.1_ASM236232v1_genomic.fna"
"GCF_002366435.1_ASM236643v1_genomic.fna"	"Staphylococcus_pseudintermedius"	57	2742221	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002366435.1_ASM236643v1_genomic.fna"
"GCF_001622965.1_ASM162296v1_genomic.fna"	"Staphylococcus_pseudintermedius"	39	2560056	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_001622965.1_ASM162296v1_genomic.fna"
"GCF_002767065.1_ASM276706v1_genomic.fna"	"Staphylococcus_pseudintermedius"	72	2704525	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767065.1_ASM276706v1_genomic.fna"
"GCF_002366355.1_ASM236635v1_genomic.fna"	"Staphylococcus_pseudintermedius"	58	2572307	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002366355.1_ASM236635v1_genomic.fna"
"GCF_001682435.2_ASM168243v2_genomic.fna"	"Staphylococcus_pseudintermedius"	1	2731109	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_001682435.2_ASM168243v2_genomic.fna"
"GCF_002366445.1_ASM236644v1_genomic.fna"	"Staphylococcus_pseudintermedius"	39	2616753	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002366445.1_ASM236644v1_genomic.fna"
"GCF_001622945.1_ASM162294v1_genomic.fna"	"Staphylococcus_pseudintermedius"	26	2477684	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_001622945.1_ASM162294v1_genomic.fna"
"GCF_002767115.1_ASM276711v1_genomic.fna"	"Staphylococcus_pseudintermedius"	89	2707381	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767115.1_ASM276711v1_genomic.fna"
"GCF_002366365.1_ASM236636v1_genomic.fna"	"Staphylococcus_pseudintermedius"	59	2654261	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002366365.1_ASM236636v1_genomic.fna"
"GCF_001685665.2_ASM168566v2_genomic.fna"	"Staphylococcus_pseudintermedius"	1	2766566	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_001685665.2_ASM168566v2_genomic.fna"
"GCF_002369795.1_ASM236979v1_genomic.fna"	"Staphylococcus_pseudintermedius"	51	2547015	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002369795.1_ASM236979v1_genomic.fna"
"GCF_001623005.1_ASM162300v1_genomic.fna"	"Staphylococcus_pseudintermedius"	50	2517852	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_001623005.1_ASM162300v1_genomic.fna"
"GCF_002366375.1_ASM236637v1_genomic.fna"	"Staphylococcus_pseudintermedius"	51	2590176	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002366375.1_ASM236637v1_genomic.fna"
"GCF_002767125.1_ASM276712v1_genomic.fna"	"Staphylococcus_pseudintermedius"	98	2749338	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767125.1_ASM276712v1_genomic.fna"
"GCF_001792775.2_ASM179277v2_genomic.fna"	"Staphylococcus_pseudintermedius"	36	2519048	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_001792775.2_ASM179277v2_genomic.fna"
"GCF_002766935.1_ASM276693v1_genomic.fna"	"Staphylococcus_pseudintermedius"	91	2752300	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002766935.1_ASM276693v1_genomic.fna"
"GCF_002767145.1_ASM276714v1_genomic.fna"	"Staphylococcus_pseudintermedius"	90	2655322	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767145.1_ASM276714v1_genomic.fna"
"GCF_002767575.1_ASM276757v1_genomic.fna"	"Staphylococcus_pseudintermedius"	89	2712687	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767575.1_ASM276757v1_genomic.fna"
"GCF_002767945.1_ASM276794v1_genomic.fna"	"Staphylococcus_pseudintermedius"	71	2640278	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767945.1_ASM276794v1_genomic.fna"
"GCF_002768275.1_ASM276827v1_genomic.fna"	"Staphylococcus_pseudintermedius"	114	2710635	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002768275.1_ASM276827v1_genomic.fna"
"GCF_002767295.1_ASM276729v1_genomic.fna"	"Staphylococcus_pseudintermedius"	95	2782019	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767295.1_ASM276729v1_genomic.fna"
"GCF_002767605.1_ASM276760v1_genomic.fna"	"Staphylococcus_pseudintermedius"	98	2604035	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767605.1_ASM276760v1_genomic.fna"
"GCF_002768095.1_ASM276809v1_genomic.fna"	"Staphylococcus_pseudintermedius"	84	2591470	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002768095.1_ASM276809v1_genomic.fna"
"GCF_002767135.1_ASM276713v1_genomic.fna"	"Staphylococcus_pseudintermedius"	81	2703786	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767135.1_ASM276713v1_genomic.fna"
"GCF_002767375.1_ASM276737v1_genomic.fna"	"Staphylococcus_pseudintermedius"	87	2752935	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767375.1_ASM276737v1_genomic.fna"
"GCF_002768355.1_ASM276835v1_genomic.fna"	"Staphylococcus_pseudintermedius"	69	2727700	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002768355.1_ASM276835v1_genomic.fna"
"GCF_002767625.1_ASM276762v1_genomic.fna"	"Staphylococcus_pseudintermedius"	70	2594266	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767625.1_ASM276762v1_genomic.fna"
"GCF_002768105.1_ASM276810v1_genomic.fna"	"Staphylococcus_pseudintermedius"	98	2650237	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002768105.1_ASM276810v1_genomic.fna"
"GCF_002767245.1_ASM276724v1_genomic.fna"	"Staphylococcus_pseudintermedius"	94	2557962	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767245.1_ASM276724v1_genomic.fna"
"GCF_002767475.1_ASM276747v1_genomic.fna"	"Staphylococcus_pseudintermedius"	84	2759658	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767475.1_ASM276747v1_genomic.fna"
"GCF_002847165.1_ASM284716v1_genomic.fna"	"Staphylococcus_pseudintermedius"	96	2490161	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002847165.1_ASM284716v1_genomic.fna"
"GCF_002767355.1_ASM276735v1_genomic.fna"	"Staphylococcus_pseudintermedius"	82	2747209	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767355.1_ASM276735v1_genomic.fna"
"GCF_002767705.1_ASM276770v1_genomic.fna"	"Staphylococcus_pseudintermedius"	87	2688159	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767705.1_ASM276770v1_genomic.fna"
"GCF_002767485.1_ASM276748v1_genomic.fna"	"Staphylococcus_pseudintermedius"	98	2752895	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767485.1_ASM276748v1_genomic.fna"
"GCF_002768215.1_ASM276821v1_genomic.fna"	"Staphylococcus_pseudintermedius"	82	2600252	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002768215.1_ASM276821v1_genomic.fna"
"GCF_002766945.1_ASM276694v1_genomic.fna"	"Staphylococcus_pseudintermedius"	95	2726425	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002766945.1_ASM276694v1_genomic.fna"
"GCF_002767365.1_ASM276736v1_genomic.fna"	"Staphylococcus_pseudintermedius"	90	2560796	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767365.1_ASM276736v1_genomic.fna"
"GCF_002767915.1_ASM276791v1_genomic.fna"	"Staphylococcus_pseudintermedius"	110	2786565	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767915.1_ASM276791v1_genomic.fna"
"GCF_002767495.1_ASM276749v1_genomic.fna"	"Staphylococcus_pseudintermedius"	99	2717477	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767495.1_ASM276749v1_genomic.fna"
"GCF_002768225.1_ASM276822v1_genomic.fna"	"Staphylococcus_pseudintermedius"	83	2546923	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002768225.1_ASM276822v1_genomic.fna"
"GCF_002767055.1_ASM276705v1_genomic.fna"	"Staphylococcus_pseudintermedius"	75	2627565	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767055.1_ASM276705v1_genomic.fna"
"GCF_002767445.1_ASM276744v1_genomic.fna"	"Staphylococcus_pseudintermedius"	108	2756891	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767445.1_ASM276744v1_genomic.fna"
"GCF_002767805.1_ASM276780v1_genomic.fna"	"Staphylococcus_pseudintermedius"	103	2668257	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767805.1_ASM276780v1_genomic.fna"
"GCF_002767615.1_ASM276761v1_genomic.fna"	"Staphylococcus_pseudintermedius"	81	2601584	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767615.1_ASM276761v1_genomic.fna"
"GCF_002768035.1_ASM276803v1_genomic.fna"	"Staphylococcus_pseudintermedius"	99	2768368	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002768035.1_ASM276803v1_genomic.fna"
"GCF_002768345.1_ASM276834v1_genomic.fna"	"Staphylococcus_pseudintermedius"	94	2606881	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002768345.1_ASM276834v1_genomic.fna"
"GCF_002847175.1_ASM284717v1_genomic.fna"	"Staphylococcus_pseudintermedius"	84	2546835	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002847175.1_ASM284717v1_genomic.fna"
"GCF_002767815.1_ASM276781v1_genomic.fna"	"Staphylococcus_pseudintermedius"	81	2659857	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767815.1_ASM276781v1_genomic.fna"
"GCF_002767695.1_ASM276769v1_genomic.fna"	"Staphylococcus_pseudintermedius"	93	2529486	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767695.1_ASM276769v1_genomic.fna"
"GCF_002768045.1_ASM276804v1_genomic.fna"	"Staphylococcus_pseudintermedius"	63	2576622	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002768045.1_ASM276804v1_genomic.fna"
"GCF_002768365.1_ASM276836v1_genomic.fna"	"Staphylococcus_pseudintermedius"	73	2643390	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002768365.1_ASM276836v1_genomic.fna"
"GCF_002767885.1_ASM276788v1_genomic.fna"	"Staphylococcus_pseudintermedius"	109	2761329	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767885.1_ASM276788v1_genomic.fna"
"GCF_002767765.1_ASM276776v1_genomic.fna"	"Staphylococcus_pseudintermedius"	90	2603089	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767765.1_ASM276776v1_genomic.fna"
"GCF_002768155.1_ASM276815v1_genomic.fna"	"Staphylococcus_pseudintermedius"	61	2624816	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002768155.1_ASM276815v1_genomic.fna"
"GCF_002768435.1_ASM276843v1_genomic.fna"	"Staphylococcus_pseudintermedius"	80	2689617	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002768435.1_ASM276843v1_genomic.fna"
"GCF_002847225.2_ASM284722v2_genomic.fna"	"Staphylococcus_pseudintermedius"	20	2490981	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002847225.2_ASM284722v2_genomic.fna"
"GCF_002767925.1_ASM276792v1_genomic.fna"	"Staphylococcus_pseudintermedius"	93	2730315	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767925.1_ASM276792v1_genomic.fna"
"GCF_002768205.1_ASM276820v1_genomic.fna"	"Staphylococcus_pseudintermedius"	81	2780479	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002768205.1_ASM276820v1_genomic.fna"
"GCF_002767795.1_ASM276779v1_genomic.fna"	"Staphylococcus_pseudintermedius"	77	2635804	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767795.1_ASM276779v1_genomic.fna"
"GCF_002768455.1_ASM276845v1_genomic.fna"	"Staphylococcus_pseudintermedius"	120	2621039	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002768455.1_ASM276845v1_genomic.fna"
"GCF_002847235.2_ASM284723v2_genomic.fna"	"Staphylococcus_pseudintermedius"	18	2626639	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002847235.2_ASM284723v2_genomic.fna"
"GCF_002767985.1_ASM276798v1_genomic.fna"	"Staphylococcus_pseudintermedius"	48	2577686	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002767985.1_ASM276798v1_genomic.fna"
"GCF_002768335.1_ASM276833v1_genomic.fna"	"Staphylococcus_pseudintermedius"	82	2587628	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002768335.1_ASM276833v1_genomic.fna"
"GCF_002922545.1_ASM292254v1_genomic.fna"	"Staphylococcus_pseudintermedius"	43	2744531	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002922545.1_ASM292254v1_genomic.fna"
"GCF_002768475.1_ASM276847v1_genomic.fna"	"Staphylococcus_pseudintermedius"	100	2720206	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002768475.1_ASM276847v1_genomic.fna"
"GCF_002847265.1_ASM284726v2_genomic.fna"	"Staphylococcus_pseudintermedius"	51	2504508	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002847265.1_ASM284726v2_genomic.fna"
"GCF_002922635.1_ASM292263v1_genomic.fna"	"Staphylococcus_pseudintermedius"	37	2695563	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002922635.1_ASM292263v1_genomic.fna"
"GCF_002902125.1_ASM290212v1_genomic.fna"	"Staphylococcus_pseudintermedius"	245	2507403	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002902125.1_ASM290212v1_genomic.fna"
"GCF_002922555.1_ASM292255v1_genomic.fna"	"Staphylococcus_pseudintermedius"	38	2637262	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002922555.1_ASM292255v1_genomic.fna"
"GCF_002922645.1_ASM292264v1_genomic.fna"	"Staphylococcus_pseudintermedius"	42	2662315	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002922645.1_ASM292264v1_genomic.fna"
"GCF_002922565.1_ASM292256v1_genomic.fna"	"Staphylococcus_pseudintermedius"	52	2711488	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002922565.1_ASM292256v1_genomic.fna"
"GCF_002922675.1_ASM292267v1_genomic.fna"	"Staphylococcus_pseudintermedius"	39	2640001	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002922675.1_ASM292267v1_genomic.fna"
"GCF_002922575.1_ASM292257v1_genomic.fna"	"Staphylococcus_pseudintermedius"	38	2618619	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002922575.1_ASM292257v1_genomic.fna"
"GCF_002922705.1_ASM292270v1_genomic.fna"	"Staphylococcus_pseudintermedius"	42	2745474	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002922705.1_ASM292270v1_genomic.fna"
"GCF_002922625.1_ASM292262v1_genomic.fna"	"Staphylococcus_pseudintermedius"	51	2671076	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002922625.1_ASM292262v1_genomic.fna"
"GCF_002976235.1_ASM297623v1_genomic.fna"	"Staphylococcus_pseudintermedius"	46	2737904	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002976235.1_ASM297623v1_genomic.fna"
"GCF_003185195.1_ASM318519v1_genomic.fna"	"Staphylococcus_pseudintermedius"	488	2722615	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185195.1_ASM318519v1_genomic.fna"
"GCF_003185065.1_ASM318506v1_genomic.fna"	"Staphylococcus_pseudintermedius"	757	2679184	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185065.1_ASM318506v1_genomic.fna"
"GCF_003185255.1_ASM318525v1_genomic.fna"	"Staphylococcus_pseudintermedius"	717	2546379	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185255.1_ASM318525v1_genomic.fna"
"GCF_003383635.1_ASM338363v1_genomic.fna"	"Staphylococcus_pseudintermedius"	141	2626357	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003383635.1_ASM338363v1_genomic.fna"
"GCF_003185105.1_ASM318510v1_genomic.fna"	"Staphylococcus_pseudintermedius"	622	2662017	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185105.1_ASM318510v1_genomic.fna"
"GCF_003185295.1_ASM318529v1_genomic.fna"	"Staphylococcus_pseudintermedius"	705	2555808	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185295.1_ASM318529v1_genomic.fna"
"GCF_003185215.1_ASM318521v1_genomic.fna"	"Staphylococcus_pseudintermedius"	693	2594395	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185215.1_ASM318521v1_genomic.fna"
"GCF_003185075.1_ASM318507v1_genomic.fna"	"Staphylococcus_pseudintermedius"	362	2676630	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185075.1_ASM318507v1_genomic.fna"
"GCF_002976255.1_ASM297625v1_genomic.fna"	"Staphylococcus_pseudintermedius"	45	2634738	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002976255.1_ASM297625v1_genomic.fna"
"GCF_003185145.1_ASM318514v1_genomic.fna"	"Staphylococcus_pseudintermedius"	498	2727342	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185145.1_ASM318514v1_genomic.fna"
"GCF_003185305.1_ASM318530v1_genomic.fna"	"Staphylococcus_pseudintermedius"	406	2641840	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185305.1_ASM318530v1_genomic.fna"
"GCF_003185095.1_ASM318509v1_genomic.fna"	"Staphylococcus_pseudintermedius"	1096	2912704	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185095.1_ASM318509v1_genomic.fna"
"GCF_003185225.1_ASM318522v1_genomic.fna"	"Staphylococcus_pseudintermedius"	1042	2568356	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185225.1_ASM318522v1_genomic.fna"
"GCF_003185175.1_ASM318517v1_genomic.fna"	"Staphylococcus_pseudintermedius"	355	2667827	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185175.1_ASM318517v1_genomic.fna"
"GCF_002976305.1_ASM297630v1_genomic.fna"	"Staphylococcus_pseudintermedius"	43	2660157	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_002976305.1_ASM297630v1_genomic.fna"
"GCF_003185325.1_ASM318532v1_genomic.fna"	"Staphylococcus_pseudintermedius"	204	2632088	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185325.1_ASM318532v1_genomic.fna"
"GCF_003185395.1_ASM318539v1_genomic.fna"	"Staphylococcus_pseudintermedius"	348	2653841	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185395.1_ASM318539v1_genomic.fna"
"GCF_003185455.1_ASM318545v1_genomic.fna"	"Staphylococcus_pseudintermedius"	524	2572821	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185455.1_ASM318545v1_genomic.fna"
"GCF_003185525.1_ASM318552v1_genomic.fna"	"Staphylococcus_pseudintermedius"	837	2667047	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185525.1_ASM318552v1_genomic.fna"
"GCF_003185565.1_ASM318556v1_genomic.fna"	"Staphylococcus_pseudintermedius"	507	2650967	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185565.1_ASM318556v1_genomic.fna"
"GCF_003185365.1_ASM318536v1_genomic.fna"	"Staphylococcus_pseudintermedius"	226	2746304	"pseudintermedius"	"Staphylococcus_pseudintermedius__GCF_003185365.1_ASM318536v1_genomic.fna"
