IS431s_start	IS431s_len	IS431s_end	IS431s_dir	IS1272s_start	IS1272s_len	IS1272s_end	IS1272s_dir	mecI_start	mecI_len	mecI_end	mecI_dir	mecR_start	mecR_len	mecR_end	mecR_dir	mecA_start	mecA_len	mecA_end	mecA_dir	IS431e_start	IS431e_len	IS431e_end	IS431e_dir	assembly	GCF_ID	contig	species	contig_length	assembly_strand	mecA_to_end_length	end_length	mecR_to_end_length	mecR_end_length	mecR_len_simple	mecI_present	IS1272_present	IS431s_present	mecR_type	ISs_status	mec_class	mec_class_inferred	ccrA_count	ccrB_count	ccrC_count	ccrA_types	ccrB_types	ccrC_types	mecA_count
-	-	-	-	137531	1637	139167	>	-	-	-	-	38055	987	39041	<	39138	2010	41147	>	43763	675	44437	>	GCF_900040875.1_7712_8	900040875.1	NZ_FGPF01000013.1	Staphylococcus_aureus	87089	plus	39138	5000	38055	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	173554	1637	175190	>	-	-	-	-	172326	987	173312	<	170220	2010	172229	>	167010	675	167684	>	GCF_900058895.1_7521_6	900058895.1	NZ_FHBY01000004.1	Staphylococcus_aureus	211339	minus	39110	5000	38027	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	173554	1637	175190	>	-	-	-	-	38023	987	39009	<	39106	2010	41115	>	43731	675	44405	>	GCF_900040865.1_7564	900040865.1	NZ_FGOZ01000009.1	Staphylococcus_aureus	87360	plus	39106	5000	38023	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	173554	1637	175190	>	-	-	-	-	38047	987	39033	<	39130	2010	41139	>	43755	675	44429	>	GCF_900058885.1_7521_6	900058885.1	NZ_FHBZ01000012.1	Staphylococcus_aureus	87216	plus	39130	5000	38047	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	173554	1637	175190	>	-	-	-	-	37655	987	38641	<	38738	2010	40747	>	43363	675	44037	>	GCF_900040845.1_7414	900040845.1	NZ_FGOW01000011.1	Staphylococcus_aureus	101845	plus	38738	5000	37655	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	6379	345	6723	<	4622	1758	6379	<	2516	2010	4525	>	-	-	-	-	GCF_900058635.1_7564_8	900058635.1	NZ_FHES01000031.1	Staphylococcus_aureus	12136	minus	7611	5000	5757	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	-	-	-	-	12142	987	13128	<	13225	2010	15234	>	17850	675	18524	>	GCF_900058625.1_7748_6	900058625.1	NZ_FHBW01000013.1	Staphylococcus_aureus	76332	plus	13225	5000	12142	5000	type4	0	0	0	type4	Absent	D	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	-	-	-	-	37841	987	38827	<	38924	2010	40933	>	43549	675	44223	>	GCF_900040825.1_7414_7	900040825.1	NZ_FGOK01000013.1	Staphylococcus_aureus	56421	plus	38924	5000	37841	5000	type4	0	0	0	type4	Absent	D	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	7066	1637	8702	>	-	-	-	-	5838	987	6824	<	3732	2010	5741	>	442	675	1116	>	GCF_900040805.1_7521_6	900040805.1	NZ_FGOH01000016.1	Staphylococcus_aureus	44853	minus	39112	5000	38029	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	49629	1637	51265	>	-	-	-	-	48401	987	49387	<	46295	2010	48304	>	43005	675	43679	>	GCF_900058375.1_7564_8	900058375.1	NZ_FHEJ01000012.1	Staphylococcus_aureus	84413	minus	36109	5000	35026	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	64566	1637	66202	>	-	-	-	-	63338	987	64324	<	61232	2010	63241	>	57942	675	58616	>	GCF_900040795.1_7521_6	900040795.1	NZ_FGNR01000012.1	Staphylococcus_aureus	102354	minus	39113	5000	38030	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	64566	1637	66202	>	-	-	-	-	38016	987	39002	<	39099	2010	41108	>	43724	675	44398	>	GCF_900058365.1_7564_8	900058365.1	NZ_FGZY01000005.1	Staphylococcus_aureus	211350	plus	39099	5000	38016	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	64566	1637	66202	>	-	-	-	-	38034	987	39020	<	39117	2010	41126	>	43742	675	44416	>	GCF_900040785.1_7521_6	900040785.1	NZ_FGNN01000012.1	Staphylococcus_aureus	102224	plus	39117	5000	38034	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	64566	1637	66202	>	-	-	-	-	38036	987	39022	<	39119	2010	41128	>	43744	675	44418	>	GCF_900058115.1_7748_6	900058115.1	NZ_FHDZ01000014.1	Staphylococcus_aureus	87373	plus	39119	5000	38036	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	64566	1637	66202	>	-	-	-	-	94718	987	95704	<	95801	2010	97810	>	100306	675	100980	>	GCF_900040775.1_8728_5	900040775.1	NZ_FGNP01000004.1	Staphylococcus_aureus	277010	plus	95801	5000	94718	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	64566	1637	66202	>	-	-	-	-	38020	987	39006	<	39103	2010	41112	>	43728	675	44402	>	GCF_900040765.1_7480_7	900040765.1	NZ_FGKH01000013.1	Staphylococcus_aureus	56603	plus	39103	5000	38020	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	49406	1637	51042	>	-	-	-	-	48178	987	49164	<	46072	2010	48081	>	42782	675	43456	>	GCF_900057815.1_7748_6	900057815.1	NZ_FHEF01000012.1	Staphylococcus_aureus	87181	minus	39100	5000	38017	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
<1	72	72	<	-	-	-	-	328	372	699	<	699	1740	2438	<	2553	2010	4562	>	7138	675	7812	>	GCF_009660615.1_ASM96606	009660615.1	NZ_WJUF01000012.1	Staphylococcus_aureus	7854	plus	2553	2553	699	699	type2	1	0	1	type2	Present	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	-	-	-	-	38014	987	39000	<	39097	2010	41106	>	43602	675	44276	>	GCF_900040755.1_7414_8	900040755.1	NZ_FGGF01000016.1	Staphylococcus_aureus	56555	plus	39097	5000	38014	5000	type4	0	0	0	type4	Absent	D	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	-	-	-	-	38018	987	39004	<	39101	2010	41110	>	43726	675	44400	>	GCF_900057805.1_7480_8	900057805.1	NZ_FHDM01000016.1	Staphylococcus_aureus	56598	plus	39101	5000	38018	5000	type4	0	0	0	type4	Absent	D	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	-	-	-	-	38053	987	39039	<	39136	2010	41145	>	43761	675	44435	>	GCF_900040745.1_7712_8	900040745.1	NZ_FGCB01000012.1	Staphylococcus_aureus	87390	plus	39136	5000	38053	5000	type4	0	0	0	type4	Absent	D	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	-	-	-	-	15067	987	16053	<	16150	2010	18159	>	-	-	-	-	GCF_900040735.1_7712_8	900040735.1	NZ_FGBW01000023.1	Staphylococcus_aureus	20806	plus	16150	5000	15067	5000	type4	0	0	0	type4	Absent	D	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	6238	1637	7874	>	-	-	-	-	5010	987	5996	<	2904	2010	4913	>	<64	225	288	>	GCF_900057635.1_7414_8	900057635.1	NZ_FHBE01000018.1	Staphylococcus_aureus	44000	minus	39087	5000	38004	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	49409	1637	51045	>	-	-	-	-	48181	987	49167	<	46075	2010	48084	>	42785	675	43459	>	GCF_900040695.1_7748_6	900040695.1	NZ_FFPA01000012.1	Staphylococcus_aureus	87216	minus	39132	5000	38049	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	49409	1637	51045	>	-	-	-	-	38014	987	39000	<	39097	2010	41106	>	43722	675	44396	>	GCF_900040605.1_7469_7	900040605.1	NZ_FGUP01000012.1	Staphylococcus_aureus	87351	plus	39097	5000	38014	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	49409	1637	51045	>	-	-	-	-	43794	987	44780	<	44877	2010	46886	>	49502	675	50176	>	GCF_900040595.1_7469_7	900040595.1	NZ_FGUM01000002.1	Staphylococcus_aureus	267203	plus	44877	5000	43794	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	49409	1637	51045	>	-	-	-	-	38036	987	39022	<	39119	2010	41128	>	43744	675	44418	>	GCF_900057325.1_7469_7	900057325.1	NZ_FHCT01000014.1	Staphylococcus_aureus	56616	plus	39119	5000	38036	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	49409	1637	51045	>	-	-	-	-	38027	987	39013	<	39110	2010	41119	>	43735	675	44409	>	GCF_900057315.1_7469_7	900057315.1	NZ_FHCQ01000012.1	Staphylococcus_aureus	87061	plus	39110	5000	38027	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	174255	1637	175891	>	-	-	-	-	173027	987	174013	<	170921	2010	172930	>	167751	675	168425	>	GCF_900040585.1_7564_8	900040585.1	NZ_FGUH01000004.1	Staphylococcus_aureus	212040	minus	39110	5000	38027	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	64433	1637	66069	>	-	-	-	-	63205	987	64191	<	61099	2010	63108	>	57809	675	58483	>	GCF_900057305.1_7554_6	900057305.1	NZ_FHAY01000011.1	Staphylococcus_aureus	86591	minus	23483	5000	22400	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	64433	1637	66069	>	-	-	-	-	38022	987	39008	<	39105	2010	41114	>	43730	675	44404	>	GCF_900040575.1_7469_7	900040575.1	NZ_FGUG01000014.1	Staphylococcus_aureus	56604	plus	39105	5000	38022	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	173790	1637	175426	>	-	-	-	-	172562	987	173548	<	170456	2010	172465	>	167166	675	167840	>	GCF_900057285.1_7564_8	900057285.1	NZ_FGZE01000005.1	Staphylococcus_aureus	211572	minus	39107	5000	38024	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	173790	1637	175426	>	-	-	-	-	38010	987	38996	<	39093	2010	41102	>	43718	675	44392	>	GCF_900040555.1_7469_7	900040555.1	NZ_FGTZ01000013.1	Staphylococcus_aureus	56590	plus	39093	5000	38010	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	173790	1637	175426	>	-	-	-	-	38013	987	38999	<	39096	2010	41105	>	43721	675	44395	>	GCF_900040545.1_7469_7	900040545.1	NZ_FGTS01000004.1	Staphylococcus_aureus	211279	plus	39096	5000	38013	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	49399	1637	51035	>	-	-	-	-	48171	987	49157	<	46065	2010	48074	>	42775	675	43449	>	GCF_900040535.1_7469_7	900040535.1	NZ_FGTQ01000011.1	Staphylococcus_aureus	87158	minus	39084	5000	38001	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	49399	1637	51035	>	-	-	-	-	38260	987	39246	<	39343	2010	41352	>	-	-	-	-	GCF_900040525.1_7469_7	900040525.1	NZ_FGTM01000020.1	Staphylococcus_aureus	43225	plus	39343	5000	38260	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	49399	1637	51035	>	-	-	-	-	38024	987	39010	<	39107	2010	41116	>	42583	675	43257	>	GCF_900056955.1_7564_8	900056955.1	NZ_FGZU01000005.1	Staphylococcus_aureus	211008	plus	39107	5000	38024	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	49399	1637	51035	>	-	-	-	-	38026	987	39012	<	39109	2010	41118	>	-	-	-	-	GCF_900040515.1_7469_7	900040515.1	NZ_FGTL01000018.1	Staphylococcus_aureus	42910	plus	39109	5000	38026	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	49399	1637	51035	>	-	-	-	-	38038	987	39024	<	39121	2010	41130	>	43746	675	44420	>	GCF_900040505.1_7469_7	900040505.1	NZ_FGTI01000013.1	Staphylococcus_aureus	56620	plus	39121	5000	38038	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	117600	1637	119236	>	-	-	-	-	116372	987	117358	<	114266	2010	116275	>	110976	675	111650	>	GCF_900056685.1_7748_6	900056685.1	NZ_FHEC01000005.1	Staphylococcus_aureus	155406	minus	39131	5000	38048	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	49184	1637	50820	>	-	-	-	-	47956	987	48942	<	45850	2010	47859	>	42560	675	43234	>	GCF_900056675.1_7564_8	900056675.1	NZ_FHAS01000013.1	Staphylococcus_aureus	86972	minus	39113	5000	38030	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	18823	1637	20459	>	-	-	-	-	17595	987	18581	<	15489	2010	17498	>	12199	675	12873	>	GCF_900040485.1_7469	900040485.1	NZ_FGSS01000018.1	Staphylococcus_aureus	56593	minus	39095	5000	38012	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	17677	1637	19313	>	-	-	-	-	16449	987	17435	<	14343	2010	16352	>	12202	675	12876	>	GCF_900056665.1_7564_8	900056665.1	NZ_FGZG01000015.1	Staphylococcus_aureus	55455	minus	39103	5000	38020	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	17677	1637	19313	>	-	-	-	-	38025	987	39011	<	39108	2010	41117	>	43733	675	44407	>	GCF_900040475.1_7469	900040475.1	NZ_FGSO01000014.1	Staphylococcus_aureus	56605	plus	39108	5000	38025	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	64308	1637	65944	>	-	-	-	-	63080	987	64066	<	60974	2010	62983	>	57804	675	58478	>	GCF_900056315.1_7469_7	900056315.1	NZ_FHDB01000012.1	Staphylococcus_aureus	102122	minus	39139	5000	38056	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	64308	1637	65944	>	-	-	-	-	22400	987	23386	<	23483	2010	25492	>	28108	675	28782	>	GCF_900040465.1_7521_6	900040465.1	NZ_FGSN01000014.1	Staphylococcus_aureus	71738	plus	23483	5000	22400	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	49409	1637	51045	>	-	-	-	-	48181	987	49167	<	46075	2010	48084	>	42785	675	43459	>	GCF_900040455.1_7521_6	900040455.1	NZ_FGRY01000013.1	Staphylococcus_aureus	87204	minus	39120	5000	38037	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	49409	1637	51045	>	-	-	-	-	38000	987	38986	<	39083	2010	41092	>	-	-	-	-	GCF_900056295.1_7469_7	900056295.1	NZ_FHCJ01000017.1	Staphylococcus_aureus	42991	plus	39083	5000	38000	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5406	1637	7042	>	-	-	-	-	4178	987	5164	<	2072	2010	4081	>	-	-	-	-	GCF_900040445.1_7521_6	900040445.1	NZ_FGRW01000019.1	Staphylococcus_aureus	43223	minus	39142	5000	38059	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5406	1637	7042	>	-	-	-	-	35348	987	36334	<	36431	2010	38440	>	41056	675	41730	>	GCF_900056285.1_7564_8	900056285.1	NZ_FHAT01000007.1	Staphylococcus_aureus	171913	plus	36431	5000	35348	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5212	1637	6848	>	-	-	-	-	3984	987	4970	<	1878	2010	3887	>	-	-	-	-	GCF_900056275.1_7564_8	900056275.1	NZ_FHAR01000019.1	Staphylococcus_aureus	42970	minus	39083	5000	38000	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5136	1637	6772	>	-	-	-	-	3908	987	4894	<	1802	2010	3811	>	-	-	-	-	GCF_900040425.1_7480_7	900040425.1	NZ_FGQO01000028.1	Staphylococcus_aureus	18654	minus	14843	5000	13760	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5136	1637	6772	>	-	-	-	-	38036	987	39022	<	39119	2010	41128	>	43744	675	44418	>	GCF_900056265.1_7564_8	900056265.1	NZ_FHAO01000013.1	Staphylococcus_aureus	87070	plus	39119	5000	38036	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5136	1637	6772	>	-	-	-	-	38022	987	39008	<	39105	2010	41114	>	43730	675	44404	>	GCF_900040415.1_7480_7	900040415.1	NZ_FGQJ01000015.1	Staphylococcus_aureus	56605	plus	39105	5000	38022	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	137592	1637	139228	>	-	-	-	-	136364	987	137350	<	134258	2010	136267	>	131048	675	131722	>	GCF_900056255.1_7564_8	900056255.1	NZ_FGZA01000005.1	Staphylococcus_aureus	175357	minus	39090	5000	38007	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	7119	1637	8755	>	-	-	-	-	5891	987	6877	<	3785	2010	5794	>	495	675	1169	>	GCF_900055955.1_7480_8	900055955.1	NZ_FHDI01000021.1	Staphylococcus_aureus	44892	minus	39098	5000	38015	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	67332	1637	68968	>	-	-	-	-	66104	987	67090	<	63998	2010	66007	>	60723	675	61397	>	GCF_900040395.1_7712_8	900040395.1	NZ_FGPC01000016.1	Staphylococcus_aureus	74485	minus	8478	5000	7395	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	67332	1637	68968	>	-	-	-	-	38029	987	39015	<	39112	2010	41121	>	-	-	-	-	GCF_900055945.1_7564_8	900055945.1	NZ_FGZR01000018.1	Staphylococcus_aureus	43785	plus	39112	5000	38029	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	67332	1637	68968	>	-	-	-	-	38030	987	39016	<	39113	2010	41122	>	43738	675	44412	>	GCF_900040385.1_7521_6	900040385.1	NZ_FGNY01000004.1	Staphylococcus_aureus	211687	plus	39113	5000	38030	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	137394	1637	139030	>	-	-	-	-	136166	987	137152	<	134060	2010	136069	>	130850	675	131524	>	GCF_900055645.1_7564_8	900055645.1	NZ_FGZM01000004.1	Staphylococcus_aureus	175159	minus	39090	5000	38007	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	137394	1637	139030	>	-	-	-	-	12210	987	13196	<	13293	2010	15302	>	17918	675	18592	>	GCF_900040375.1_8728_5	900040375.1	NZ_FGNO01000003.1	Staphylococcus_aureus	317743	plus	13293	5000	12210	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	137394	1637	139030	>	-	-	-	-	15163	987	16149	<	16246	2010	18255	>	20871	675	21545	>	GCF_900055305.1_7480_8	900055305.1	NZ_FHDL01000017.1	Staphylococcus_aureus	64500	plus	16246	5000	15163	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	137394	1637	139030	>	-	-	-	-	38027	987	39013	<	39110	2010	41119	>	43575	675	44249	>	GCF_900040365.1_7521_6	900040365.1	NZ_FGNH01000012.1	Staphylococcus_aureus	87204	plus	39110	5000	38027	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	137394	1637	139030	>	-	-	-	-	38021	987	39007	<	39104	2010	41113	>	43729	675	44403	>	GCF_900055295.1_7469_7	900055295.1	NZ_FHCZ01000014.1	Staphylococcus_aureus	56604	plus	39104	5000	38021	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	137394	1637	139030	>	-	-	-	-	38018	987	39004	<	39101	2010	41110	>	43646	675	44320	>	GCF_900055285.1_7564_8	900055285.1	NZ_FGZV01000014.1	Staphylococcus_aureus	86972	plus	39101	5000	38018	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	64433	1637	66069	>	-	-	-	-	63205	987	64191	<	61099	2010	63108	>	57809	675	58483	>	GCF_900040345.1_7521_6	900040345.1	NZ_FGMX01000011.1	Staphylococcus_aureus	102225	minus	39117	5000	38034	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	64433	1637	66069	>	-	-	-	-	38043	987	39029	<	39126	2010	41135	>	43791	675	44465	>	GCF_900055275.1_7748_6	900055275.1	NZ_FGYQ01000013.1	Staphylococcus_aureus	87319	plus	39126	5000	38043	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	49580	1637	51216	>	-	-	-	-	48352	987	49338	<	46246	2010	48255	>	42956	675	43630	>	GCF_900040335.1_7521	900040335.1	NZ_FGML01000011.1	Staphylococcus_aureus	87365	minus	39110	5000	38027	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	49580	1637	51216	>	-	-	-	-	40137	987	41123	<	41220	2010	43229	>	-	-	-	-	GCF_900055265.1_7748_6	900055265.1	NZ_FGYJ01000017.1	Staphylococcus_aureus	45893	plus	41220	5000	40137	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	49405	1637	51041	>	-	-	-	-	48177	987	49163	<	46071	2010	48080	>	42781	675	43455	>	GCF_900040325.1_7521	900040325.1	NZ_FGMK01000011.1	Staphylococcus_aureus	87202	minus	39122	5000	38039	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	49405	1637	51041	>	-	-	-	-	38012	987	38998	<	39095	2010	41104	>	43720	390	>44109	>	GCF_900054945.1_7521_6	900054945.1	NZ_FHFL01000017.1	Staphylococcus_aureus	44109	plus	39095	5000	38012	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	6341	345	6685	<	4584	1758	6341	<	2478	2010	4487	>	-	-	-	-	GCF_900040315.1_7521_5	900040315.1	NZ_FGMF01000034.1	Staphylococcus_aureus	12106	minus	7619	5000	5765	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	-	-	-	-	38011	987	38997	<	39094	2010	41103	>	43719	675	44393	>	GCF_900054925.1_7564_8	900054925.1	NZ_FHEW01000014.1	Staphylococcus_aureus	56592	plus	39094	5000	38011	5000	type4	0	0	0	type4	Absent	D	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	49276	1637	50912	>	-	-	-	-	48048	987	49034	<	45942	2010	47951	>	42652	675	43326	>	GCF_900040295.1_7521_5	900040295.1	NZ_FGLT01000012.1	Staphylococcus_aureus	87070	minus	39119	5000	38036	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	49276	1637	50912	>	-	-	-	-	38019	987	39005	<	39102	2010	41111	>	43727	675	44401	>	GCF_900054915.1_7469_7	900054915.1	NZ_FHCK01000012.1	Staphylococcus_aureus	87356	plus	39102	5000	38019	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	49276	1637	50912	>	-	-	-	-	9659	987	10645	<	10742	2010	12751	>	15367	675	16041	>	GCF_900040285.1_7521_5	900040285.1	NZ_FGLN01000013.1	Staphylococcus_aureus	58728	plus	10742	5000	9659	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	49276	1637	50912	>	-	-	-	-	7380	987	8366	<	8463	2010	10472	>	13073	675	13747	>	GCF_900054715.1_7748_6	900054715.1	NZ_FHDY01000004.1	Staphylococcus_aureus	296486	plus	8463	5000	7380	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	187148	1637	188784	>	-	-	-	-	185920	987	186906	<	183814	2010	185823	>	180524	675	181198	>	GCF_900054705.1_7748_6	900054705.1	NZ_FGYL01000006.1	Staphylococcus_aureus	237818	minus	51995	5000	50912	5000	type4	0	1	0	type4	Present	B	NT	2	2	0	ccrA2,ccrA5	ccrB2,ccrB3	-	1
-	-	-	-	187148	1637	188784	>	-	-	-	-	38046	987	39032	<	39129	2010	41138	>	43754	675	44428	>	GCF_900040265.1_7521_5	900040265.1	NZ_FGLL01000013.1	Staphylococcus_aureus	87080	plus	39129	5000	38046	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	187148	1637	188784	>	-	-	-	-	364	987	1350	<	1447	2010	3456	>	5952	416	>6367	>	GCF_900054495.1_7521_6	900054495.1	NZ_FHFK01000029.1	Staphylococcus_aureus	6367	plus	1447	1447	364	364	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	49157	1637	50793	>	-	-	-	-	47929	987	48915	<	45823	2010	47832	>	42653	675	43327	>	GCF_900040255.1_7521_5	900040255.1	NZ_FGLJ01000012.1	Staphylococcus_aureus	86931	minus	39099	5000	38016	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	18784	1637	20420	>	-	-	-	-	17556	987	18542	<	15450	2010	17459	>	12200	675	12874	>	GCF_900054485.1_7414_7	900054485.1	NZ_FHFC01000014.1	Staphylococcus_aureus	56573	minus	39114	5000	38031	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	48982	1637	50618	>	-	-	-	-	47754	987	48740	<	45648	2010	47657	>	42786	675	43460	>	GCF_900040245.1_7521_5	900040245.1	NZ_FGLG01000014.1	Staphylococcus_aureus	62678	minus	15021	5000	13938	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
