"IS431s_start" "IS431s_len" "IS431s_end" "IS431s_dir" "IS1272s_start" "IS1272s_len" "IS1272s_end" "IS1272s_dir" "mecI_start" "mecI_len" "mecI_end" "mecI_dir" "mecR_start" "mecR_len" "mecR_end" "mecR_dir" "mecA_start" "mecA_len" "mecA_end" "mecA_dir" "IS431e_start" "IS431e_len" "IS431e_end" "IS431e_dir" "IS431_10bp" "assembly" "GCF_ID" "contig" "species" "contig_length" "assembly_strand" "mecA_to_end_length" "end_length" "mecR_to_end_length" "mecR_end_length" "mecR_len_simple" "mecI_present" "IS1272_present" "IS431s_present" "mecR_type" "ISs_status" "mec_class" "mec_class_inferred"
"8077" "-" "-" "-" "-" "14632" "1637" "16268" ">" "-" "-" "-" "-" "16522" "975" "17496" "<" "17593" "2010" "19602" ">" "-" "-" "-" "-" "0" "GCF_001351115.1_8489_7" "GCF_001351115.1" "NZ_CVHU01000021.1" "Staphylococcus_aureus" 22289 "plus" 17593 5000 16522 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8078" "-" "-" "-" "-" "167093" "1637" "168729" ">" "-" "-" "-" "-" "168983" "975" "169957" "<" "170054" "2010" "172063" ">" "174639" "220" ">174858" ">" "0" "GCF_001351095.1_8489_7" "GCF_001351095.1" "NZ_CVJR01000007.1" "Staphylococcus_aureus" 174858 "plus" 170054 5000 168983 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8079" "-" "-" "-" "-" "311236" "1637" "312872" ">" "-" "-" "-" "-" "313126" "975" "314100" "<" "314197" "2010" "316206" ">" "-" "-" "-" "-" "0" "GCF_001351075.1_8489_7" "GCF_001351075.1" "NZ_CVHN01000002.1" "Staphylococcus_aureus" 318893 "plus" 314197 5000 313126 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8080" "-" "-" "-" "-" "15446" "1637" "17082" ">" "-" "-" "-" "-" "17336" "975" "18310" "<" "18407" "2010" "20416" ">" "-" "-" "-" "-" "0" "GCF_001351055.1_8489_7" "GCF_001351055.1" "NZ_CFVG01000019.1" "Staphylococcus_aureus" 23063 "plus" 18407 5000 17336 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8081" "-" "-" "-" "-" "42461" "1637" "44097" ">" "-" "-" "-" "-" "41233" "975" "42207" "<" "39127" "2010" "41136" ">" "35877" "675" "36551" ">" "0" "GCF_000606065.1_Stap_aure_W55536" "GCF_000606065.1" "NZ_KK095748.1" "Staphylococcus_aureus" 318917 "minus" 277781 5000 276710 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8082" "-" "-" "-" "-" "5980" "1637" "7616" ">" "-" "-" "-" "-" "4752" "975" "5726" "<" "2646" "2010" "4655" ">" "-" "-" "-" "-" "0" "GCF_001351035.1_8489_7" "GCF_001351035.1" "NZ_CIEO01000002.1" "Staphylococcus_aureus" 325871 "minus" 321216 5000 320145 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8083" "-" "-" "-" "-" "312105" "1637" "313741" ">" "-" "-" "-" "-" "313995" "975" "314969" "<" "315066" "2010" "317075" ">" "-" "-" "-" "-" "0" "GCF_001351015.1_8489_7" "GCF_001351015.1" "NZ_CFNL01000004.1" "Staphylococcus_aureus" 319722 "plus" 315066 5000 313995 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8084" "-" "-" "-" "-" "36161" "1637" "37797" ">" "-" "-" "-" "-" "38051" "975" "39025" "<" "39122" "2010" "41131" ">" "-" "-" "-" "-" "0" "GCF_001212545.1_7907_7" "GCF_001212545.1" "NZ_CSSF01000020.1" "Staphylococcus_aureus" 43203 "plus" 39122 5000 38051 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8085" "-" "-" "-" "-" "6022" "1637" "7658" ">" "-" "-" "-" "-" "4794" "975" "5768" "<" "2688" "2010" "4697" ">" "-" "-" "-" "-" "0" "GCF_001350995.1_8489_7" "GCF_001350995.1" "NZ_CVHA01000002.1" "Staphylococcus_aureus" 438980 "minus" 434283 5000 433212 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8086" "-" "-" "-" "-" "41987" "1637" "43623" ">" "-" "-" "-" "-" "40759" "975" "41733" "<" "38653" "2010" "40662" ">" "-" "-" "-" "-" "0" "GCF_000967385.1_ASM9673" "GCF_000967385.1" "NC_020536.1" "Staphylococcus_aureus" 2759473 "minus" 2718811 5000 2717740 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8087" "-" "-" "-" "-" "6022" "1637" "7658" ">" "-" "-" "-" "-" "4794" "975" "5768" "<" "2688" "2010" "4697" ">" "-" "-" "-" "-" "0" "GCF_001350975.1_8489_7" "GCF_001350975.1" "NZ_CVGZ01000003.1" "Staphylococcus_aureus" 318608 "minus" 313911 5000 312840 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8088" "-" "-" "-" "-" "168562" "1637" "170198" ">" "-" "-" "-" "-" "170452" "975" "171426" "<" "171523" "2010" "173532" ">" "176148" "675" "176822" ">" "0" "GCF_001350955.1_8489_7" "GCF_001350955.1" "NZ_CVHI01000005.1" "Staphylococcus_aureus" 200047 "plus" 171523 5000 170452 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8089" "-" "-" "-" "-" "15097" "1637" "16733" ">" "-" "-" "-" "-" "16987" "975" "17961" "<" "18058" "2010" "20067" ">" "-" "-" "-" "-" "0" "GCF_001350935.1_8489_7" "GCF_001350935.1" "NZ_CVHJ01000013.1" "Staphylococcus_aureus" 22754 "plus" 18058 5000 16987 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8090" "-" "-" "-" "-" "93088" "1637" "94724" ">" "-" "-" "-" "-" "94978" "975" "95952" "<" "96049" "2010" "98058" ">" "100674" "220" ">100893" ">" "0" "GCF_001350915.1_8489_7" "GCF_001350915.1" "NZ_CVHZ01000009.1" "Staphylococcus_aureus" 100893 "plus" 96049 5000 94978 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8091" "-" "-" "-" "-" "36172" "1637" "37808" ">" "-" "-" "-" "-" "38062" "975" "39036" "<" "39133" "2010" "41142" ">" "43758" "675" "44432" ">" "0" "GCF_001350015.1_9472_2" "GCF_001350015.1" "NZ_CIBA01000012.1" "Staphylococcus_aureus" 64962 "plus" 39133 5000 38062 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8092" "-" "-" "-" "-" "49173" "1637" "50809" ">" "-" "-" "-" "-" "47945" "975" "48919" "<" "45839" "2010" "47848" ">" "42509" "675" "43183" ">" "0" "GCF_001349995.1_8987_2" "GCF_001349995.1" "NZ_CFZA01000009.1" "Staphylococcus_aureus" 99889 "minus" 52041 5000 50970 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8093" "-" "-" "-" "-" "8124" "243" ">8367" ">" "-" "-" "-" "-" "6915" "975" "7889" "<" "4809" "2010" "6818" ">" "1519" "675" "2193" ">" "0" "GCF_001349975.1_8987_2" "GCF_001349975.1" "NZ_CHKW01000040.1" "Staphylococcus_aureus" 8367 "minus" 1549 1549 478 478 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8094" "-" "-" "-" "-" "-" "-" "-" "-" "6700" "372" "7071" "<" "4943" "1758" "6700" "<" "2837" "2010" "4846" ">" "<1" "181" "181" ">" "0" "GCF_000974385.1_ASM9743" "GCF_000974385.1" "NZ_BBKC01000032.1" "Staphylococcus_aureus" 31606 "minus" 26760 5000 24906 5000 "type2" 1 0 0 "type2" "Absent" "A" "NT"
"8095" "-" "-" "-" "-" "49079" "1637" "50715" ">" "-" "-" "-" "-" "47851" "975" "48825" "<" "45745" "2010" "47754" ">" "42495" "675" "43169" ">" "0" "GCF_001349955.1_8987_2" "GCF_001349955.1" "NZ_CFZE01000013.1" "Staphylococcus_aureus" 86859 "minus" 39105 5000 38034 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8096" "-" "-" "-" "-" "6287" "1637" "7923" ">" "-" "-" "-" "-" "5059" "975" "6033" "<" "2953" "2010" "4962" ">" "<1" "377" "377" ">" "0" "GCF_001212085.1_7738_3" "GCF_001212085.1" "NZ_CSDO01000012.1" "Staphylococcus_aureus" 41635 "minus" 36673 5000 35602 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8097" "-" "-" "-" "-" "10477" "1637" "12113" ">" "-" "-" "-" "-" "12367" "975" "13341" "<" "13438" "2010" "15447" ">" "18143" "675" "18817" ">" "0" "GCF_001349935.1_8987_2" "GCF_001349935.1" "NZ_CIJV01000014.1" "Staphylococcus_aureus" 61325 "plus" 13438 5000 12367 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8098" "-" "-" "-" "-" "41867" "1637" "43503" ">" "-" "-" "-" "-" "40639" "975" "41613" "<" "38533" "2010" "40542" ">" "-" "-" "-" "-" "0" "GCF_000967405.1_ASM9674" "GCF_000967405.1" "NC_020537.1" "Staphylococcus_aureus" 2759263 "minus" 2718721 5000 2717650 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8099" "-" "-" "-" "-" "64659" "1637" "66295" ">" "-" "-" "-" "-" "63431" "975" "64405" "<" "61325" "2010" "63334" ">" "58235" "675" "58909" ">" "0" "GCF_001349915.1_9061_8" "GCF_001349915.1" "NZ_CGHN01000008.1" "Staphylococcus_aureus" 102451 "minus" 39117 5000 38046 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8100" "-" "-" "-" "-" "41987" "1637" "43623" ">" "-" "-" "-" "-" "40759" "975" "41733" "<" "38653" "2010" "40662" ">" "-" "-" "-" "-" "0" "GCF_000967365.1_ASM9673" "GCF_000967365.1" "NC_020532.1" "Staphylococcus_aureus" 2759883 "minus" 2719221 5000 2718150 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8101" "-" "-" "-" "-" "48972" "1637" "50608" ">" "-" "-" "-" "-" "47744" "975" "48718" "<" "45638" "2010" "47647" ">" "42508" "675" "43182" ">" "0" "GCF_001349895.1_8987_2" "GCF_001349895.1" "NZ_CFYK01000018.1" "Staphylococcus_aureus" 60939 "minus" 13292 5000 12221 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8102" "-" "-" "-" "-" "41987" "1637" "43623" ">" "-" "-" "-" "-" "40759" "975" "41733" "<" "38653" "2010" "40662" ">" "-" "-" "-" "-" "0" "GCF_000967345.1_ASM9673" "GCF_000967345.1" "NC_020564.1" "Staphylococcus_aureus" 2759512 "minus" 2718850 5000 2717779 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8103" "-" "-" "-" "-" "36153" "1637" "37789" ">" "-" "-" "-" "-" "38043" "975" "39017" "<" "39114" "2010" "41123" ">" "43819" "675" "44493" ">" "0" "GCF_001349855.1_9061_8" "GCF_001349855.1" "NZ_CGFG01000008.1" "Staphylococcus_aureus" 86994 "plus" 39114 5000 38043 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8104" "-" "-" "-" "-" "41987" "1637" "43623" ">" "-" "-" "-" "-" "40759" "975" "41733" "<" "38653" "2010" "40662" ">" "-" "-" "-" "-" "0" "GCF_000967325.1_ASM9673" "GCF_000967325.1" "NC_020529.1" "Staphylococcus_aureus" 2759510 "minus" 2718848 5000 2717777 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8105" "-" "-" "-" "-" "36160" "1637" "37796" ">" "-" "-" "-" "-" "38050" "975" "39024" "<" "39121" "2010" "41130" ">" "43746" "675" "44420" ">" "0" "GCF_001349835.1_8987_2" "GCF_001349835.1" "NZ_CFWU01000008.1" "Staphylococcus_aureus" 86920 "plus" 39121 5000 38050 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8106" "-" "-" "-" "-" "36155" "1637" "37791" ">" "-" "-" "-" "-" "38045" "975" "39019" "<" "39116" "2010" "41125" ">" "43661" "675" "44335" ">" "0" "GCF_001349815.1_9061_8" "GCF_001349815.1" "NZ_CGHQ01000011.1" "Staphylococcus_aureus" 86884 "plus" 39116 5000 38045 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8107" "-" "-" "-" "-" "20874" "1637" "22510" ">" "-" "-" "-" "-" "22764" "975" "23738" "<" "23835" "2010" "25844" ">" "28340" "675" "29014" ">" "0" "GCF_001349795.1_8987_2" "GCF_001349795.1" "NZ_CFYB01000034.1" "Staphylococcus_aureus" 29263 "plus" 23835 5000 22764 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8108" "-" "-" "-" "-" "78447" "1637" "80083" ">" "-" "-" "-" "-" "77219" "975" "78193" "<" "75113" "2010" "77122" ">" "71783" "675" "72457" ">" "0" "GCF_001349775.1_8987_2" "GCF_001349775.1" "NZ_CFYZ01000008.1" "Staphylococcus_aureus" 116230 "minus" 39108 5000 38037 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8109" "-" "-" "-" "-" "3421" "1637" "5057" ">" "-" "-" "-" "-" "5311" "975" "6285" "<" "6382" "2010" "8391" ">" "10927" "675" "11601" ">" "0" "GCF_001349755.1_7907_7" "GCF_001349755.1" "NZ_CFWY01000005.1" "Staphylococcus_aureus" 178905 "plus" 6382 5000 5311 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8110" "-" "-" "-" "-" "36175" "1637" "37811" ">" "-" "-" "-" "-" "38065" "975" "39039" "<" "39136" "2010" "41145" ">" "43761" "675" "44435" ">" "0" "GCF_001349735.1_7907_7" "GCF_001349735.1" "NZ_CVKE01000011.1" "Staphylococcus_aureus" 86929 "plus" 39136 5000 38065 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8111" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "10129" "448" "10576" "<" "8023" "2010" "10032" ">" "4653" "675" "5327" ">" "0" "GCF_000934285.1_ASM9342" "GCF_000934285.1" "NZ_JYGF01000027.1" "Staphylococcus_aureus" 77234 "minus" 67202 5000 66658 5000 "NT_111-984" 0 0 0 "NT_111-984" "Absent" "NT" "NT"
"8112" "-" "-" "-" "-" "36160" "1637" "37796" ">" "-" "-" "-" "-" "38050" "975" "39024" "<" "39121" "2010" "41130" ">" "43746" "675" "44420" ">" "0" "GCF_001349715.1_7907_7" "GCF_001349715.1" "NZ_CHLD01000011.1" "Staphylococcus_aureus" 86917 "plus" 39121 5000 38050 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8113" "-" "-" "-" "-" "36146" "1637" "37782" ">" "-" "-" "-" "-" "38036" "975" "39010" "<" "39107" "2010" "41116" ">" "43732" "675" "44406" ">" "0" "GCF_001349675.1_7907_7" "GCF_001349675.1" "NZ_CFNQ01000013.1" "Staphylococcus_aureus" 86903 "plus" 39107 5000 38036 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8114" "-" "-" "-" "-" "49580" "1637" "51216" ">" "-" "-" "-" "-" "48352" "975" "49326" "<" "46246" "2010" "48255" ">" "42956" "675" "43630" ">" "0" "GCF_001349655.1_7907_7" "GCF_001349655.1" "NZ_CFZN01000009.1" "Staphylococcus_aureus" 87375 "minus" 39120 5000 38049 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8115" "-" "-" "-" "-" "3477" "1637" "5113" ">" "-" "-" "-" "-" "5367" "975" "6341" "<" "6438" "2010" "8447" ">" "11063" "675" "11737" ">" "0" "GCF_001349615.1_7907_7" "GCF_001349615.1" "NZ_CHFM01000011.1" "Staphylococcus_aureus" 69545 "plus" 6438 5000 5367 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8116" "-" "-" "-" "-" "173292" "1637" "174928" ">" "-" "-" "-" "-" "172064" "975" "173038" "<" "169958" "2010" "171967" ">" "166668" "675" "167342" ">" "0" "GCF_001349595.1_7907_7" "GCF_001349595.1" "NZ_CIBD01000003.1" "Staphylococcus_aureus" 211088 "minus" 39121 5000 38050 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8117" "-" "-" "-" "-" "49120" "1637" "50756" ">" "-" "-" "-" "-" "47892" "975" "48866" "<" "45786" "2010" "47795" ">" "42496" "675" "43170" ">" "0" "GCF_001349575.1_7907_7" "GCF_001349575.1" "NZ_CFZJ01000014.1" "Staphylococcus_aureus" 86935 "minus" 39140 5000 38069 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8118" "-" "-" "-" "-" "36175" "1637" "37811" ">" "-" "-" "-" "-" "38065" "975" "39039" "<" "39136" "2010" "41145" ">" "43761" "675" "44435" ">" "0" "GCF_001349555.1_7907_7" "GCF_001349555.1" "NZ_CFZM01000005.1" "Staphylococcus_aureus" 211686 "plus" 39136 5000 38065 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8119" "-" "-" "-" "-" "134970" "1637" "136606" ">" "-" "-" "-" "-" "136860" "975" "137834" "<" "137931" "2010" "139940" ">" "142556" "675" "143230" ">" "0" "GCF_001211025.1_7907_7" "GCF_001211025.1" "NZ_CSQW01000005.1" "Staphylococcus_aureus" 185739 "plus" 137931 5000 136860 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8120" "-" "-" "-" "-" "49128" "1637" "50764" ">" "-" "-" "-" "-" "47900" "975" "48874" "<" "45794" "2010" "47803" ">" "42504" "675" "43178" ">" "0" "GCF_001349535.1_7907_7" "GCF_001349535.1" "NZ_CFWX01000013.1" "Staphylococcus_aureus" 86918 "minus" 39115 5000 38044 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8121" "-" "-" "-" "-" "49580" "1637" "51216" ">" "-" "-" "-" "-" "48352" "975" "49326" "<" "46246" "2010" "48255" ">" "42956" "675" "43630" ">" "0" "GCF_001349515.1_7907_7" "GCF_001349515.1" "NZ_CFWP01000014.1" "Staphylococcus_aureus" 87370 "minus" 39115 5000 38044 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8122" "-" "-" "-" "-" "36160" "1637" "37796" ">" "-" "-" "-" "-" "38050" "975" "39024" "<" "39121" "2010" "41130" ">" "43746" "675" "44420" ">" "0" "GCF_001349495.1_7907_7" "GCF_001349495.1" "NZ_CGGA01000004.1" "Staphylococcus_aureus" 211113 "plus" 39121 5000 38050 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8123" "-" "-" "-" "-" "49129" "1637" "50765" ">" "-" "-" "-" "-" "47901" "975" "48875" "<" "45795" "2010" "47804" ">" "42545" "675" "43219" ">" "0" "GCF_001210925.1_9061_8" "GCF_001210925.1" "NZ_CSLT01000012.1" "Staphylococcus_aureus" 86921 "minus" 39117 5000 38046 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8124" "-" "-" "-" "-" "36160" "1637" "37796" ">" "-" "-" "-" "-" "38050" "975" "39024" "<" "39121" "2010" "41130" ">" "43746" "675" "44420" ">" "0" "GCF_001349475.1_7907_7" "GCF_001349475.1" "NZ_CFYH01000009.1" "Staphylococcus_aureus" 128618 "plus" 39121 5000 38050 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8125" "-" "-" "-" "-" "36175" "1637" "37811" ">" "-" "-" "-" "-" "38065" "975" "39039" "<" "39136" "2010" "41145" ">" "43641" "675" "44315" ">" "0" "GCF_001349455.1_7893" "GCF_001349455.1" "NZ_CFXN01000005.1" "Staphylococcus_aureus" 175222 "plus" 39136 5000 38065 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8126" "-" "-" "-" "-" "49407" "1637" "51043" ">" "-" "-" "-" "-" "48179" "975" "49153" "<" "46073" "2010" "48082" ">" "42783" "675" "43457" ">" "0" "GCF_001349435.1_7907_7" "GCF_001349435.1" "NZ_CFZU01000010.1" "Staphylococcus_aureus" 87203 "minus" 39121 5000 38050 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8127" "-" "-" "-" "-" "49133" "1637" "50769" ">" "-" "-" "-" "-" "47905" "975" "48879" "<" "45799" "2010" "47808" ">" "42509" "675" "43183" ">" "0" "GCF_001349415.1_7907_7" "GCF_001349415.1" "NZ_CGFO01000013.1" "Staphylococcus_aureus" 86923 "minus" 39115 5000 38044 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8128" "-" "-" "-" "-" "173606" "1637" "175242" ">" "-" "-" "-" "-" "172378" "975" "173352" "<" "170272" "2010" "172281" ">" "166982" "675" "167656" ">" "0" "GCF_001210805.1_7907_7" "GCF_001210805.1" "NZ_CSNT01000003.1" "Staphylococcus_aureus" 211396 "minus" 39115 5000 38044 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8129" "-" "-" "-" "-" "36170" "1637" "37806" ">" "-" "-" "-" "-" "38060" "975" "39034" "<" "39131" "2010" "41140" ">" "43756" "675" "44430" ">" "0" "GCF_001349395.1_7907_7" "GCF_001349395.1" "NZ_CGHI01000011.1" "Staphylococcus_aureus" 87385 "plus" 39131 5000 38060 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8130" "-" "-" "-" "-" "3477" "1637" "5113" ">" "-" "-" "-" "-" "5367" "975" "6341" "<" "6438" "2010" "8447" ">" "10983" "675" "11657" ">" "0" "GCF_001349375.1_7907_7" "GCF_001349375.1" "NZ_CVKB01000016.1" "Staphylococcus_aureus" 54171 "plus" 6438 5000 5367 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8131" "-" "-" "-" "-" "18775" "1637" "20411" ">" "-" "-" "-" "-" "-" "-" "-" "-" "15441" "2010" "17450" ">" "12151" "675" "12825" ">" "0" "GCF_000831965.1_ASM8319" "GCF_000831965.1" "NZ_JXSF01000263.1" "Staphylococcus_aureus" NA "minus" NA NA NA NA "-" 0 1 0 "-" "Present" "NT" "NT"
"8132" "-" "-" "-" "-" "6081" "1637" "7717" ">" "-" "-" "-" "-" "-" "-" "-" "-" "2747" "2010" "4756" ">" "-" "-" "-" "-" "0" "GCF_000831925.1_ASM8319" "GCF_000831925.1" "NZ_JXSG01000656.1" "Staphylococcus_aureus" NA "minus" NA NA NA NA "-" 0 1 0 "-" "Present" "NT" "NT"
"8133" "-" "-" "-" "-" "36468" "1637" "38104" ">" "-" "-" "-" "-" "-" "-" "-" "-" "33134" "2010" "35143" ">" "30044" "675" "30718" ">" "0" "GCF_000831885.1_ASM8318" "GCF_000831885.1" "NZ_JXSB01000406.1" "Staphylococcus_aureus" NA "minus" NA NA NA NA "-" 0 1 0 "-" "Present" "NT" "NT"
"8134" "-" "-" "-" "-" "14600" "1637" "16236" ">" "-" "-" "-" "-" "-" "-" "-" "-" "11266" "2010" "13275" ">" "8176" "675" "8850" ">" "0" "GCF_000831865.1_ASM8318" "GCF_000831865.1" "NZ_JXSD01000091.1" "Staphylococcus_aureus" NA "minus" NA NA NA NA "-" 0 1 0 "-" "Present" "NT" "NT"
"8135" "-" "-" "-" "-" "36153" "1637" "37789" ">" "-" "-" "-" "-" "-" "-" "-" "-" "39114" "2010" "41123" ">" "43539" "675" "44213" ">" "0" "GCF_000831855.1_ASM8318" "GCF_000831855.1" "NZ_JXSC01000131.1" "Staphylococcus_aureus" NA "plus" 39114 5000 NA NA "-" 0 1 0 "-" "Present" "NT" "NT"
"8136" "-" "-" "-" "-" "30758" "1637" "32394" ">" "-" "-" "-" "-" "-" "-" "-" "-" "27424" "2010" "29433" ">" "24334" "675" "25008" ">" "0" "GCF_000831845.1_ASM8318" "GCF_000831845.1" "NZ_JXSE01000150.1" "Staphylococcus_aureus" NA "minus" NA NA NA NA "-" 0 1 0 "-" "Present" "NT" "NT"
"8137" "-" "-" "-" "-" "21090" "1637" "22726" ">" "-" "-" "-" "-" "-" "-" "-" "-" "17756" "2010" "19765" ">" "14666" "675" "15340" ">" "0" "GCF_000831785.1_ASM8317" "GCF_000831785.1" "NZ_JXRZ01000401.1" "Staphylococcus_aureus" NA "minus" NA NA NA NA "-" 0 1 0 "-" "Present" "NT" "NT"
"8138" "-" "-" "-" "-" "-" "-" "-" "-" "5481" "372" "5852" "<" "3724" "1758" "5481" "<" "1618" "2010" "3627" ">" "-" "-" "-" "-" "0" "GCF_000605125.1_Stap_aure_H81901" "GCF_000605125.1" "NZ_KK094222.1" "Staphylococcus_aureus" 46356 "minus" 42729 5000 40875 5000 "type2" 1 0 0 "type2" "Absent" "A" "NT"
"8139" "-" "-" "-" "-" "10620" "1637" "12256" ">" "-" "-" "-" "-" "12510" "975" "13484" "<" "13581" "2010" "15590" ">" "18126" "675" "18800" ">" "0" "GCF_000831775.1_ASM8317" "GCF_000831775.1" "NZ_JXRY01000098.1" "Staphylococcus_aureus" 31834 "plus" 13581 5000 12510 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8140" "-" "-" "-" "-" "18812" "1637" "20448" ">" "-" "-" "-" "-" "-" "-" "-" "-" "15478" "2010" "17487" ">" "12268" "675" "12942" ">" "0" "GCF_000831765.1_ASM8317" "GCF_000831765.1" "NZ_JXRX01000284.1" "Staphylococcus_aureus" NA "minus" NA NA NA NA "-" 0 1 0 "-" "Present" "NT" "NT"
"8141" "-" "-" "-" "-" "-" "-" "-" "-" "42578" "372" "42949" "<" "40821" "1758" "42578" "<" "38715" "2010" "40724" ">" "36462" "675" "37136" ">" "0" "GCF_000605085.1_Stap_aure_H43690" "GCF_000605085.1" "NZ_KK094138.1" "Staphylococcus_aureus" 144738 "minus" 104014 5000 102160 5000 "type2" 1 0 0 "type2" "Absent" "A" "NT"
"8142" "-" "-" "-" "-" "14392" "1637" "16028" ">" "-" "-" "-" "-" "16282" "975" "17256" "<" "17353" "2010" "19362" ">" "21898" "675" "22572" ">" "0" "GCF_000831635.1_ASM8316" "GCF_000831635.1" "NZ_JXOA01000130.1" "Staphylococcus_aureus" 46957 "plus" 17353 5000 16282 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8143" "-" "-" "-" "-" "36151" "1637" "37787" ">" "-" "-" "-" "-" "38041" "975" "39015" "<" "39112" "2010" "41121" ">" "43697" "675" "44371" ">" "0" "GCF_001209785.1_8987_2" "GCF_001209785.1" "NZ_CSSL01000011.1" "Staphylococcus_aureus" 86880 "plus" 39112 5000 38041 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8144" "-" "-" "-" "-" "36146" "1637" "37782" ">" "-" "-" "-" "-" "38036" "975" "39010" "<" "39107" "2010" "41116" ">" "43732" "675" "44406" ">" "0" "GCF_001209685.1_8987_2" "GCF_001209685.1" "NZ_CSMU01000013.1" "Staphylococcus_aureus" 87260 "plus" 39107 5000 38036 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8145" "-" "-" "-" "-" "6219" "1637" "7855" ">" "-" "-" "-" "-" "4991" "975" "5965" "<" "2885" "2010" "4894" ">" "<1" "269" "269" ">" "0" "GCF_000604885.1_Stap_aure_F48950" "GCF_000604885.1" "NZ_KK093824.1" "Staphylococcus_aureus" 550835 "minus" 545941 5000 544870 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8146" "-" "-" "-" "-" "285174" "1637" "286810" ">" "-" "-" "-" "-" "283946" "975" "284920" "<" "281840" "2010" "283849" ">" "278550" "675" "279224" ">" "0" "GCF_001297395.1_ASM12973" "GCF_001297395.1" "NZ_LFNH01000007.1" "Staphylococcus_aureus" 295236 "minus" 11387 5000 10316 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"8147" "-" "-" "-" "-" "36158" "1637" "37794" ">" "-" "-" "-" "-" "38048" "975" "39022" "<" "39119" "2010" "41128" ">" "43744" "675" "44418" ">" "0" "GCF_001209425.1_8205_1" "GCF_001209425.1" "NZ_CSQK01000008.1" "Staphylococcus_aureus" 120660 "plus" 39119 5000 38048 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
